 ATOMNUMBER =           1
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
  -304.426465667667                2           0
  0.470618658902770                2           1
 -0.598809391226740                2          -1
   235.230422668632                2           2
  -8.66037467121095                2          -2
  -31.7506053428877                4           0
  0.114967764004806                4           1
 -0.227328975192578                4          -1
   232.507404650891                4           2
   1.28152799771802                4          -2
  0.214242743565637                4           3
  9.266424522888188E-002           4          -3
  -3.58492148664510                4           4
  -3.71898891452600                4          -4
   4.48438156715654                6           0
 -1.736295654238513E-003           6           1
 -3.958900217698455E-004           6          -1
   9.27319966585584                6           2
 -0.153120351844786                6          -2
 -6.602661686494774E-003           6           3
  3.580018337811486E-003           6          -3
  -16.2196912024945                6           4
 -0.481456408318676                6          -4
 -5.265827027577204E-003           6           5
  8.782980850484609E-003           6          -5
   2.90433410776839                6           6
   1.13281420614371                6          -6
 ATOMNUMBER =           2
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
  -304.429420509721                2           0
  0.470985063219411                2           1
 -0.599003958720794                2          -1
   235.242303740015                2           2
  -8.65868313060177                2          -2
  -31.7506906410997                4           0
  0.114929143097128                4           1
 -0.227325873567321                4          -1
   232.507708744299                4           2
   1.28183956971862                4          -2
  0.214335301724301                4           3
  9.259831878737906E-002           4          -3
  -3.58559651777803                4           4
  -3.71924068147851                4          -4
   4.48438232905198                6           0
 -1.737137481479971E-003           6           1
 -3.951657477313323E-004           6          -1
   9.27322941848160                6           2
 -0.153121196918967                6          -2
 -6.600612159180048E-003           6           3
  3.578843147523510E-003           6          -3
  -16.2197207400961                6           4
 -0.481465688357291                6          -4
 -5.272070340621459E-003           6           5
  8.788030420850612E-003           6          -5
   2.90437079677683                6           6
   1.13281494267746                6          -6
