 ATOMNUMBER =           1
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
   385.616563687440                2           0
 -0.253938065473022                2           1
 -0.245905757927582                2          -1
 -8.043847749729049E-003           2           2
  -963.291389659950                2          -2
  -76.9359952206751                4           0
  3.604151568884827E-002           4           1
  3.893118086398626E-002           4          -1
  4.235708721675733E-003           4           2
   71.8720534012361                4          -2
 -0.206346840008546                4           3
  0.218674511849110                4          -3
  -187.583713025251                4           4
  2.703632972742603E-003           4          -4
  -2.24236281103785                6           0
 -5.076460204583597E-003           6           1
 -4.920759305078827E-003           6          -1
 -9.181322952454302E-005           6           2
  -4.67932306229561                6          -2
  3.163007493484353E-003           6           3
 -3.352758488602809E-003           6          -3
  -26.1584470099220                6           4
 -1.050283463985356E-004           6          -4
 -7.245211883568293E-003           6           5
 -7.602613711675841E-003           6          -5
  1.020405150865200E-004           6           6
 -2.608565138050074E-002           6          -6
 ATOMNUMBER =           2
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
   385.620658875083                2           0
 -0.242259246237254                2           1
 -0.291142619345245                2          -1
 -2.498014539908246E-002           2           2
  -963.395969773761                2          -2
  -76.9357201867195                4           0
  4.507379705884013E-002           4           1
  4.842910050467639E-002           4          -1
  9.161028627145882E-003           4           2
   71.8782972168319                4          -2
 -0.167190943648641                4           3
  0.189918522905510                4          -3
  -187.585494507102                4           4
 -5.943709323981984E-004           4          -4
  -2.24238754420353                6           0
 -5.105724981360506E-003           6           1
 -4.941349451063432E-003           6          -1
 -9.273854345273334E-005           6           2
  -4.67976335939714                6          -2
  2.746940725928833E-003           6           3
 -3.014542329168761E-003           6          -3
  -26.1586721058976                6           4
 -7.653083122405510E-005           6          -4
 -6.805302124829317E-003           6           5
 -7.194321348482792E-003           6          -5
  1.143130073548872E-004           6           6
 -2.659914915331150E-002           6          -6
 ATOMNUMBER =           3
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
   384.144924409872                2           0
  0.860119556603169                2           1
  0.865345792038647                2          -1
  7.021668101902652E-002           2           2
   964.093811785371                2          -2
  -76.9202927369074                4           0
 -0.200764218054119                4           1
 -0.210784518612349                4          -1
 -3.712429532545287E-002           4           2
  -71.9347975564615                4          -2
 -9.404492449897005E-002           4           3
  0.133923747585695                4          -3
  -187.813381637680                4           4
 -2.549766059886475E-002           4          -4
  -2.24215788676126                6           0
  9.258279025074940E-004           6           1
  8.773361944505911E-004           6          -1
 -2.386269274503840E-005           6           2
   4.66110752009126                6          -2
  6.151932935573206E-004           6           3
 -1.085942970371445E-003           6          -3
  -26.1625254072981                6           4
 -4.378591065008777E-004           6          -4
  2.461437238427767E-002           6           5
  2.471440398552099E-002           6          -5
 -4.561246351955935E-004           6           6
  4.298410271440753E-002           6          -6
 ATOMNUMBER =           4
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
   384.151362985584                2           0
  0.849169179748637                2           1
  0.819385931891855                2          -1
 -2.718532198277720E-002           2           2
   964.102350838461                2          -2
  -76.9201824763597                4           0
 -0.208625268092285                4           1
 -0.202392362339969                4          -1
  2.592981546459317E-002           4           2
  -71.9343439553057                4          -2
 -0.136838385728617                4           3
  0.101478159410680                4          -3
  -187.815265292300                4           4
  2.890263173587235E-002           4          -4
  -2.24216126785630                6           0
  9.630795206797860E-004           6           1
  8.515181554700762E-004           6          -1
  2.032200530734205E-004           6           2
   4.66109588205540                6          -2
  1.161338660701928E-003           6           3
 -6.154338521411719E-004           6          -3
  -26.1625054714789                6           4
  3.008701376036052E-004           6          -4
  2.419998817747296E-002           6           5
  2.510278907862886E-002           6          -5
  2.919439003237683E-004           6           6
  4.307672162664711E-002           6          -6
 ATOMNUMBER =           5
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
   268.794427864353                2           0
  0.835465235232435                2           1
  0.763501601768502                2          -1
 -9.627498530588412E-002           2           2
  -40.2750258802528                2          -2
  -70.9509235411982                4           0
 -6.150109766556190E-002           4           1
 -7.219024010062301E-002           4          -1
 -2.922603206684727E-002           4           2
  -74.3385975849958                4          -2
  0.965414885249956                4           3
 -0.974630512390006                4          -3
   282.870114096369                4           4
  6.970180391154401E-003           4          -4
  -1.52016327297235                6           0
  4.322018897400569E-003           6           1
  4.406571839757548E-003           6          -1
  5.264642875565742E-004           6           2
   4.61300751039381                6          -2
 -2.703656395610725E-003           6           3
  2.818619405910040E-003           6          -3
  -20.9038010619016                6           4
  5.063893314339816E-004           6          -4
 -1.397919005315510E-002           6           5
 -1.422588822901919E-002           6          -5
 -2.620595686618775E-005           6           6
  -14.4104711949585                6          -6
 ATOMNUMBER =           6
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
   268.797711079212                2           0
  0.812712063362456                2           1
  0.831457017632243                2          -1
  3.817566343247177E-002           2           2
  -40.2700212883724                2          -2
  -70.9505441839270                4           0
 -6.375849717476725E-002           4           1
 -6.664014649192115E-002           4          -1
  2.464086973399898E-002           4           2
  -74.3361329662058                4          -2
  0.973122114546887                4           3
 -0.988909888411389                4          -3
   282.872183798916                4           4
 -1.711281912869525E-002           4          -4
  -1.52016470221862                6           0
  4.366051900961667E-003           6           1
  4.339285663318215E-003           6          -1
 -6.091772697512539E-004           6           2
   4.61299409956522                6          -2
 -2.531285264738641E-003           6           3
  3.005187038808342E-003           6          -3
  -20.9037433978603                6           4
