 ATOMNUMBER =           1
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
  -94.2914464151264                2           0
 -0.186900175589591                2           1
 -3.892147342006168E-004           2          -1
   36.0408171205650                2           2
  0.845511089762802                2          -2
  -23.0892127515127                4           0
 -6.424860431176197E-003           4           1
 -2.503971337070571E-002           4          -1
  -29.4508046682907                4           2
  0.240682296305484                4          -2
  3.478474869571523E-002           4           3
 -0.285627370179053                4          -3
  -25.8166429059381                4           4
 -7.215700483296066E-002           4          -4
   5.39794185474460                6           0
 -5.875336740947962E-003           6           1
  2.195499406995058E-003           6          -1
  -2.80013772307213                6           2
  2.081308381089347E-002           6          -2
  4.990358013905620E-003           6           3
  1.396445480167378E-002           6          -3
   2.08275705088959                6           4
 -2.139324780915090E-003           6          -4
 -4.704144880959505E-003           6           5
  1.084337487227551E-002           6          -5
   1.00535863713156                6           6
  9.822899549544362E-004           6          -6
 ATOMNUMBER =           2
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
  -94.3049680426761                2           0
 -0.187048215764065                2           1
 -1.064658057515329E-003           2          -1
   36.0328284638972                2           2
  0.846139394317357                2          -2
  -23.0889810973851                4           0
 -6.419356417860505E-003           4           1
 -2.506120431453466E-002           4          -1
  -29.4507700456613                4           2
  0.240746163815328                4          -2
  3.464755113942389E-002           4           3
 -0.285592742592087                4          -3
  -25.8158506549085                4           4
 -7.207252320954338E-002           4          -4
   5.39794737931282                6           0
 -5.873520048736839E-003           6           1
  2.194944103776402E-003           6          -1
  -2.80017577367335                6           2
  2.080886946816774E-002           6          -2
  4.986821159239721E-003           6           3
  1.396793004792023E-002           6          -3
   2.08270357043670                6           4
 -2.150305513826531E-003           6          -4
 -4.696365828031701E-003           6           5
  1.085054790857007E-002           6          -5
   1.00524266809446                6           6
  9.832275734672309E-004           6          -6
