 ATOMNUMBER =           1
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
  -44.9410567319161                2           0
  -107.430535077587                2           1
   104.871999347641                2          -1
  9.102788594300543E-002           2           2
   103.043928506110                2          -2
  -17.7426059352465                4           0
   59.4859023062856                4           1
  -59.4350579588384                4          -1
  0.136887480611781                4           2
  -23.3856633801933                4          -2
   122.557885641777                4           3
   124.159501549481                4          -3
   60.5282965214297                4           4
 -3.045776485548900E-002           4          -4
   5.14765340478871                6           0
  -5.78520169353747                6           1
   5.78752047581651                6          -1
  1.135088233205268E-002           6           2
  -7.20787276383150                6          -2
  -12.1476476418760                6           3
  -12.1329145799722                6          -3
   7.05856830849683                6           4
  2.385518351294867E-004           6          -4
   49.6183975752191                6           5
  -49.6124966424422                6          -5
  1.041470310127740E-002           6           6
  -15.2745420829122                6          -6
 ATOMNUMBER =           2
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
  -44.9350395789078                2           0
  -107.426514771335                2           1
   104.873543855939                2          -1
  7.255532922576320E-002           2           2
   103.045589588149                2          -2
  -17.7425243635791                4           0
   59.4853634993182                4           1
  -59.4344700506499                4          -1
  0.134646380241747                4           2
  -23.3850467788216                4          -2
   122.557894023492                4           3
   124.157879973759                4          -3
   60.5272900189734                4           4
 -3.057037457667187E-002           4          -4
   5.14765534153066                6           0
  -5.78521889351753                6           1
   5.78753913137414                6          -1
  1.118293434121550E-002           6           2
  -7.20787528070501                6          -2
  -12.1476722987497                6           3
  -12.1329404685167                6          -3
   7.05862210345960                6           4
  2.376015846978968E-004           6          -4
   49.6183384449531                6           5
  -49.6126112228825                6          -5
  1.030758308152193E-002           6           6
  -15.2742806448387                6          -6
