 ATOMNUMBER =           1
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
  -139.955928289011                2           0
  9.159941249452049E-002           2           1
  0.867387217421719                2          -1
  -184.620307746021                2           2
  -17.7093137228020                2          -2
  -20.5121236306531                4           0
  0.107082940552212                4           1
 -0.139396783854644                4          -1
   209.174998147030                4           2
   1.21465806390527                4          -2
 -4.655622417052319E-002           4           3
 -0.459961752640292                4          -3
  -119.082915832235                4           4
 -0.234000451144772                4          -4
   7.47824235000007                6           0
  2.009807837035680E-003           6           1
  8.303981084581912E-005           6          -1
   6.22431142843137                6           2
  0.230034183572630                6          -2
  8.947409614675484E-003           6           3
 -1.112040026045492E-002           6          -3
  -2.34706767985011                6           4
 -0.246576352848716                6          -4
 -1.081807244617371E-002           6           5
 -1.979056178558430E-002           6          -5
  -11.6709317632915                6           6
  4.532145664875870E-002           6          -6
 ATOMNUMBER =           2
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
  -71.4537033046922                2           0
 -0.190061356912028                2           1
  0.406707436766930                2          -1
  -68.9606629246309                2           2
  0.990659246510863                2          -2
  -22.6052810637050                4           0
  0.130922620064495                4           1
 -5.403939315423528E-003           4          -1
   9.69553229353769                4           2
   2.10285234430533                4          -2
 -0.157754865001002                4           3
 -0.494006673815671                4          -3
  -35.1912000327859                4           4
 -0.810675388392422                4          -4
   5.81135028337589                6           0
 -2.997223519796868E-004           6           1
 -1.393875971654682E-004           6          -1
 -0.483985978546744                6           2
 -1.623017960325248E-002           6          -2
  7.530209877677413E-003           6           3
 -1.188556229205941E-002           6          -3
   2.69963179633280                6           4
 -7.044160353216976E-002           6          -4
 -8.902987222255028E-003           6           5
 -1.959438747515877E-002           6          -5
 -4.605095489519583E-002           6           6
 -5.638542108146911E-002           6          -6
