 ATOMNUMBER =           1
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
  -12.7309281542968                2           0
  -70.9399911636082                2           1
   76.9270901979102                2          -1
  -351.715760248951                2           2
   84.3539719600267                2          -2
  -62.1681297468122                4           0
  -3.17360151461251                4           1
   1.23565893450761                4          -1
   37.0580614647287                4           2
  -3.93309472968934                4          -2
   23.7361999745926                4           3
   19.6203352340388                4          -3
  -31.9803881543307                4           4
  -1.13725134658225                4          -4
   4.21344763974920                6           0
   1.38993716683918                6           1
  -1.52737500929696                6          -1
  -7.63709957392522                6           2
   1.29964076874254                6          -2
   2.15185682724135                6           3
   2.01678295152551                6          -3
  -3.82270851573927                6           4
 -0.146990335597745                6          -4
  -10.1634023484252                6           5
   11.3251234616909                6          -5
  -10.0481398801995                6           6
   3.23035441147673                6          -6
 ATOMNUMBER =           2
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
  -12.7351883842246                2           0
  -70.9292547199374                2           1
   76.9310395050244                2          -1
  -351.712024820379                2           2
   84.3428426279897                2          -2
  -62.1679625605233                4           0
  -3.17375792058262                4           1
   1.23385355168215                4          -1
   37.0578174904235                4           2
  -3.93807942378037                4          -2
   23.7371747314846                4           3
   19.6219491193690                4          -3
  -31.9779965350270                4           4
  -1.13559305690849                4          -4
   4.21342786173780                6           0
   1.38994854180445                6           1
  -1.52734511125497                6          -1
  -7.63707178134911                6           2
   1.29959776534369                6          -2
   2.15186482686428                6           3
   2.01686493042036                6          -3
  -3.82266295631652                6           4
 -0.146951636915032                6          -4
  -10.1634135595978                6           5
   11.3252746914159                6          -5
  -10.0481156782324                6           6
   3.23027083412554                6          -6
