 ATOMNUMBER =           1
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
  -39.5860564813113                2           0
  -66.4495002108781                2           1
   71.0417166052208                2          -1
  -335.393028906254                2           2
   77.4955213003446                2          -2
  -59.6342529553197                4           0
  -2.52796919790257                4           1
  0.268281666540630                4          -1
   35.5529254288275                4           2
  -6.10901030792613                4          -2
   28.6156474101920                4           3
   20.3741658007754                4          -3
  -27.8396849248225                4           4
 -0.717796784878904                4          -4
   4.12274597848180                6           0
   1.40179332783522                6           1
  -1.43357532090720                6          -1
  -7.26100171700662                6           2
   1.17236725906858                6          -2
   2.12133731716696                6           3
   2.03080593775746                6          -3
  -1.78058326996382                6           4
 -0.126828314005615                6          -4
  -10.0753306365888                6           5
   11.1726065596016                6          -5
  -9.66803173390216                6           6
   3.12245433526694                6          -6
 ATOMNUMBER =           2
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
   25.0058516036133                2           0
  -110.072545704469                2           1
   115.191292418703                2          -1
  -315.891020228616                2           2
   79.4724161904113                2          -2
  -32.9367033321347                4           0
  -8.80587487946594                4           1
   6.50307536066386                4          -1
   25.0884180975429                4           2
  -2.83259312282225                4          -2
   20.7390150449294                4           3
   17.1523658514029                4          -3
  -43.3383206859965                4           4
 -0.365588740005301                4          -4
   5.87659365670690                6           0
   1.32579935046960                6           1
  -1.40410994878417                6          -1
  -7.42093323991655                6           2
   1.37658161242504                6          -2
   2.05725722657316                6           3
   1.99413599288526                6          -3
  -3.45091378819278                6           4
 -0.104235922442006                6          -4
  -10.2894038680647                6           5
   11.5818317355250                6          -5
  -9.70424580848172                6           6
   3.27671256674115                6          -6
