 ATOMNUMBER =           1
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000 K           0           0
  -303.283806715361      K           2           0
  0.323434106187399      K           2           1
 -0.268089856124438      K          -2           1
  -1.98319136036927      K           2           2
  -3.65622008785447      K          -2           2
  -46.1482833007615      K           4           0
 -0.957357324001648      K           4           1
   1.51608009714437      K          -4           1
 -0.176234372555398      K           4           2
 -0.157956405997106      K          -4           2
   102.384122731384      K           4           3
  8.060589925194872E-003 K          -4           3
   2.24705763973997      K           4           4
  -3.96342380464532      K          -4           4
   3.88072362867316      K           6           0
 -0.118486335910034      K           6           1
  0.203402845827815      K          -6           1
 -3.316214918294930E-003 K           6           2
 -1.297481384342069E-002 K          -6           2
  -5.65182821345665      K           6           3
 -7.398676131095684E-004 K          -6           3
  0.107751727532361      K           6           4
 -0.181300477044352      K          -6           4
  0.523513857283042      K           6           5
  0.917545479731554      K          -6           5
   77.6612286532782      K           6           6
  2.512683013972253E-003 K          -6           6
 ATOMNUMBER =           2
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000 K           0           0
  -303.217204968932      K           2           0
 -0.329974162871921      K           2           1
  0.227821477943146      K          -2           1
  -1.96647104811430      K           2           2
  -3.65581121842059      K          -2           2
  -46.1464617186329      K           4           0
  0.954473168720603      K           4           1
  -1.51177236723814      K          -4           1
 -0.176185027625660      K           4           2
 -0.159545679912888      K          -4           2
  -102.363738207268      K           4           3
 -8.608110436466093E-003 K          -4           3
   2.25917065380873      K           4           4
  -3.98137169310036      K          -4           4
   3.88083606745156      K           6           0
  0.118397237622922      K           6           1
 -0.203180584695965      K          -6           1
 -3.213468773024163E-003 K           6           2
 -1.275872443758900E-002 K          -6           2
   5.65019116962397      K           6           3
  6.525027979632454E-004 K          -6           3
  0.107632827865437      K           6           4
 -0.180875342842145      K          -6           4
 -0.522983363436857      K           6           5
 -0.916469063148863      K          -6           5
   77.6603821241565      K           6           6
  2.465343667843511E-003 K          -6           6
 ATOMNUMBER =           3
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000 K           0           0
  -298.673231967002      K           2           0
  2.814870923608242E-002 K           2           1
  3.903939260806335E-002 K          -2           1
  -7.56728400983219      K           2           2
  -13.4137244335416      K          -2           2
  -44.0825588788231      K           4           0
 -7.678436104480844E-003 K           4           1
  1.220149047315761E-002 K          -4           1
  0.488334294301910      K           4           2
  0.856612415148370      K          -4           2
  5.102386109068795E-002 K           4           3
 -2.462540562844427E-003 K          -4           3
   1.46435931873029      K           4           4
  -2.53871784140959      K          -4           4
   4.37885960953931      K           6           0
 -1.641232179462090E-004 K           6           1
  2.069919783241147E-004 K          -6           1
  0.142536739475117      K           6           2
  0.245665434585701      K          -6           2
 -1.499486929019683E-004 K           6           3
  2.437706482225693E-005 K          -6           3
  0.188864859194918      K           6           4
 -0.328322370862717      K          -6           4
 -1.280465358584794E-004 K           6           5
 -5.956331874897454E-006 K          -6           5
   81.7343177416552      K           6           6
 -2.170213899113085E-003 K          -6           6
 ATOMNUMBER =           4
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000 K           0           0
  -190.987804820099      K           2           0
  7.374734429339168E-002 K           2           1
 -0.168604375144575      K          -2           1
   2.35655599916212      K           2           2
   2.21279597078950      K          -2           2
  -49.2848880348360      K           4           0
  1.468414765186346E-003 K           4           1
 -3.187610014959020E-003 K          -4           1
 -0.736721220804075      K           4           2
  -1.15879467718170      K          -4           2
 -1.098214560568515E-002 K           4           3
  1.740819166377842E-003 K          -4           3
   1.30397082680514      K           4           4
 -0.688898098921416      K          -4           4
   8.34180575865648      K           6           0
 -2.201920444948043E-005 K           6           1
  7.265405446566527E-005 K          -6           1
 -0.101874723880892      K           6           2
 -8.272645917063307E-002 K          -6           2
 -7.795709392810561E-005 K           6           3
  1.488866515378056E-005 K          -6           3
  0.276800340679693      K           6           4
 -0.237262042611982      K          -6           4
 -3.809250627393036E-004 K           6           5
 -6.196506223017251E-004 K          -6           5
   189.963340009278      K           6           6
 -0.312782130715477      K          -6           6
 ATOMNUMBER =           5
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000 K           0           0
 -0.619006408212976      K           2           0
 -6.667459745738546E-002 K           2           1
  3.423946857243904E-002 K          -2           1
 -0.237959568693692      K           2           2
 -0.384784315327068      K          -2           2
  -1.31114863559571      K           4           0
  1.666580416824531E-003 K           4           1
 -2.377917231781361E-003 K          -4           1
  0.571746072793862      K           4           2
  0.994775305587679      K          -4           2
 -2.387004977736724E-002 K           4           3
  9.647699311594786E-004 K          -4           3
  0.320759429355578      K           4           4
 -0.600601470993580      K          -4           4
  -3.03379843477766      K           6           0
 -1.638026836577191E-004 K           6           1
  6.147818365163173E-005 K          -6           1
 -1.987524248012585E-002 K           6           2
