 ATOMNUMBER =           1
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
   11.2388322199099                2           0
  -101.641540904451                2           1
   110.679636720104                2          -1
  -303.890080162099                2           2
   77.4935500492953                2          -2
  -32.2137207910181                4           0
  -7.44281454309158                4           1
   4.76012504333031                4          -1
   23.6151465513768                4           2
  -4.27632930595921                4          -2
   26.3502621724381                4           3
   18.5147008065400                4          -3
  -45.3706578470609                4           4
 -0.888117862523067                4          -4
   5.94932093837192                6           0
   1.34340520665864                6           1
  -1.37627006863749                6          -1
  -7.26196726024300                6           2
   1.24136806216584                6          -2
   2.06909599756215                6           3
   1.98063393250623                6          -3
  -3.13417781388354                6           4
 -0.119215778886363                6          -4
  -10.2228222206374                6           5
   11.4615660522937                6          -5
  -9.40456884503504                6           6
   3.21608689835768                6          -6
 ATOMNUMBER =           2
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
   11.2408446798181                2           0
  -101.641467752787                2           1
   110.680162366464                2          -1
  -303.892030880857                2           2
   77.4918871653523                2          -2
  -32.2139411357413                4           0
  -7.44303632214883                4           1
   4.75954509679426                4          -1
   23.6150373811166                4           2
  -4.27632063846746                4          -2
   26.3512472916286                4           3
   18.5145766165931                4          -3
  -45.3721305594634                4           4
 -0.889018429189851                4          -4
   5.94932258077895                6           0
   1.34341299673182                6           1
  -1.37623830285110                6          -1
  -7.26182919249083                6           2
   1.24136732828024                6          -2
   2.06908456938184                6           3
   1.98065411795252                6          -3
  -3.13414960500016                6           4
 -0.119200599090151                6          -4
  -10.2228323662841                6           5
   11.4615834401970                6          -5
  -9.40442116806111                6           6
   3.21607640135300                6          -6
