 ATOMNUMBER =           1
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  7.619256968509900E-005 K          -6           6
 ATOMNUMBER =           7
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000 K           0           0
  -195.877127774205      K           2           0
  -4.43625351961840      K           2           1
   7.66002530506399      K          -2           1
  -5.51884315252460      K           2           2
  -9.44261657657207      K          -2           2
  -30.2902351630812      K           4           0
  0.404572915088232      K           4           1
 -0.698557614416877      K          -4           1
  4.886374304646018E-002 K           4           2
  8.230051471852212E-002 K          -4           2
   62.2874360851567      K           4           3
  4.726598277845382E-004 K          -4           3
  0.301078330623887      K           4           4
 -0.510050199438517      K          -4           4
 -0.140838026142770      K           6           0
  2.540343152109559E-002 K           6           1
 -4.396227730132837E-002 K          -6           1
 -2.363916242385332E-002 K           6           2
 -4.089032173044783E-002 K          -6           2
  0.334274192685316      K           6           3
 -1.566101161476377E-004 K          -6           3
 -0.144458863176655      K           6           4
  0.250259864868483      K          -6           4
 -4.047226440291457E-003 K           6           5
 -5.951672298275682E-003 K          -6           5
   66.7004639116522      K           6           6
  1.206334872013131E-004 K          -6           6
 ATOMNUMBER =           8
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000 K           0           0
  -195.876091645318      K           2           0
   4.42886730507117      K           2           1
  -7.63723229288321      K          -2           1
  -5.53196336085804      K           2           2
  -9.45121458077613      K          -2           2
  -30.2900557349985      K           4           0
 -0.404751959397227      K           4           1
  0.698526740083997      K          -4           1
  5.012415247412959E-002 K           4           2
  8.519173335091806E-002 K          -4           2
  -62.3010157304224      K           4           3
 -3.991217456510359E-004 K          -4           3
  0.300638822830945      K           4           4
 -0.509559288822515      K          -4           4
 -0.140842094942367      K           6           0
 -2.555271073910464E-002 K           6           1
  4.413429919506155E-002 K          -6           1
 -2.379585091804430E-002 K           6           2
 -4.125330673712851E-002 K          -6           2
 -0.333779121179806      K           6           3
  2.422133366436772E-004 K          -6           3
 -0.144359917852881      K           6           4
  0.250021441857766      K          -6           4
  5.574296101914079E-003 K           6           5
  8.407969424572627E-003 K          -6           5
   66.7005428024302      K           6           6
  1.429460775736908E-004 K          -6           6
 ATOMNUMBER =           9
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000 K           0           0
   72.4802649377416      K           2           0
 -2.441038921951476E-002 K           2           1
  2.361414194897890E-002 K          -2           1
  -1.25399221680924      K           2           2
  -1.99775439426577      K          -2           2
  -38.9888757419621      K           4           0
 -1.980271603930152E-003 K           4           1
  2.501619277096127E-003 K          -4           1
 -0.919097038979565      K           4           2
  -1.59501635973268      K          -4           2
  2.314677086465018E-004 K           4           3
  1.232150105517253E-003 K          -4           3
  -1.18535563468459      K           4           4
   2.07142148903682      K          -4           4
   10.1548375883406      K           6           0
  5.123229712550453E-005 K           6           1
 -3.091754498022748E-005 K          -6           1
 -9.489973453116600E-003 K           6           2
 -1.589073677454725E-002 K          -6           2
 -7.127855614019011E-004 K           6           3
  2.166099643068305E-005 K          -6           3
  3.187010426401957E-002 K           6           4
 -5.416571773509193E-002 K          -6           4
 -4.624404310140429E-004 K           6           5
 -9.794845283279559E-004 K          -6           5
   243.919578352310      K           6           6
  4.420011408839129E-005 K          -6           6
