 ATOMNUMBER =           1
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
   294.190499562884                2           0
  0.623116388815687                2           1
  -1.07951859764134                2          -1
  -1.48842875275615                2           2
  -2.56361395026799                2          -2
   4.25003980914532                4           0
 -6.373117870452112E-002           4           1
  0.110419467656155                4          -1
  0.818087975109510                4           2
   1.41711817244690                4          -2
   13.0010370003052                4           3
 -2.178162182652719E-004           4          -3
   2.23217652616005                4           4
  -3.85322828010845                4          -4
   4.37590686752448                6           0
  2.157646835625220E-002           6           1
 -3.737539388581735E-002           6          -1
 -3.990169517518671E-002           6           2
 -6.913809584611658E-002           6          -2
   1.17423949769840                6           3
  1.752807904988415E-005           6          -3
 -0.147672456252319                6           4
  0.255282224100000                6          -4
  2.182381824069256E-002           6           5
  3.768508389383015E-002           6          -5
   237.148453654318                6           6
  1.521109608062319E-005           6          -6
 ATOMNUMBER =           2
 NUMBER OF LM          49
 Alm<r^l> (K)l   m   
  0.000000000000000E+000           0           0
  -26.1487056978418                2           0
   3.25473074050154                2           1
  -5.64406530229250                2          -1
   4.69948621457008                2           2
   8.13307265234652                2          -2
  -15.7923268055889                4           0
  0.386295349297045                4           1
 -0.669673440723360                4          -1
 -0.185879591191699                4           2
 -0.322243051425894                4          -2
   16.5668052699345                4           3
  9.660433656086666E-005           4          -3
 -9.615653071043019E-002           4           4
  0.166650864866708                4          -4
  -3.23638878007922                6           0
 -2.674646562922507E-002           6           1
  4.632508987373569E-002           6          -1
 -3.334456433091733E-002           6           2
 -5.778367767418344E-002           6          -2
 -0.181262842301809                6           3
 -6.491704105746134E-006           6          -3
  6.734015294638104E-002           6           4
 -0.116571195581542                6          -4
  1.948659167355091E-002           6           5
  3.384414448143217E-002           6          -5
   67.6315825867068                6           6
  6.081384797811501E-006           6          -6
