  1.000000000000000E-005  2.559193205942630E-027
  1.016062530022363E-005  2.813343851628237E-027
  1.032383064915444E-005  3.092731939819585E-027
  1.048965748890227E-005  3.399863373594878E-027
  1.065814792724207E-005  3.737492853919088E-027
  1.082934474830617E-005  4.108648578940507E-027
  1.100329142344835E-005  4.516659396621864E-027
  1.118003212228230E-005  4.965184650398641E-027
  1.135961172389743E-005  5.458246989148647E-027
  1.154207582825492E-005  6.000268433338298E-027
  1.172747076776664E-005  6.596110021529000E-027
  1.191584361906028E-005  7.251115392160224E-027
  1.210724221493321E-005  7.971158691330680E-027
  1.230171515649859E-005  8.762697235996748E-027
  1.249931182552640E-005  9.632829404494522E-027
  1.270008239698279E-005  1.058935827323299E-026
  1.290407785177080E-005  1.164086156985313E-026
  1.311134998967577E-005  1.279676856975241E-026
  1.332195144251864E-005  1.406744462508567E-026
  1.353593568752055E-005  1.546428408373831E-026
  1.375335706088212E-005  1.699981243093861E-026
  1.397427077158081E-005  1.868779856880523E-026
  1.419873291538995E-005  2.054337823995506E-026
  1.442680048912290E-005  2.258318970113612E-026
  1.465853140510607E-005  2.482552286259798E-026
  1.489398450588433E-005  2.729048322954775E-026
  1.513321957916270E-005  3.000017211464492E-026
  1.537629737298801E-005  3.297888473625132E-026
  1.562327961117440E-005  3.625332797737609E-026
  1.587422900897665E-005  3.985285975637649E-026
  1.612920928901520E-005  4.380975215407235E-026
  1.638828519745697E-005  4.815948065473016E-026
  1.665152252045616E-005  5.294104209229305E-026
  1.691898810085904E-005  5.819730415034944E-026
  1.719074985517708E-005  6.397538954696706E-026
  1.746687679083278E-005  7.032709834618987E-026
  1.774743902368244E-005  7.730937217948416E-026
  1.803250779582039E-005  8.498480453579186E-026
  1.832215549366924E-005  9.342220169145631E-026
  1.861645566636069E-005  1.026971993048278E-025
  1.891548304441159E-005  1.128929401988854E-025
  1.921931355869995E-005  1.241008194032069E-025
  1.952802435974576E-005  1.364213031289599E-025
  1.984169383730160E-005  1.499648290126989E-025
  2.016040164025779E-005  1.648527956925212E-025
  2.048422869686731E-005  1.812186505801249E-025
  2.081325723529568E-005  1.992090855716273E-025
  2.114757080450078E-005  2.189853514065623E-025
  2.148725429544810E-005  2.407247024469009E-025
  2.183239396266688E-005  2.646219848157566E-025
  2.218307744615226E-005  2.908913821190728E-025
  2.253939379361947E-005  3.197683343845776E-025
  2.290143348311534E-005  3.515116474031986E-025
  2.326928844599302E-005  3.864058113629015E-025
  2.364305209025579E-005  4.247635495387291E-025
  2.402281932427580E-005  4.669286198625497E-025
  2.440868658089377E-005  5.132788944599577E-025
  2.480075184190581E-005  5.642297447303326E-025
  2.519911466294359E-005  6.202377622813699E-025
  2.560387619875407E-005  6.818048490360263E-025
  2.601513922888542E-005  7.494827131346357E-025
  2.643300818378533E-005  8.238778108874762E-025
  2.685758917131873E-005  9.056567790259614E-025
  2.728899000371132E-005  9.955524058893223E-025
  2.772732022492588E-005  1.094370195007764E-024
  2.817269113847841E-005  1.202995579845500E-024
  2.862521583570097E-005  1.322401854295266E-024
  2.908500922445851E-005  1.453658889922266E-024
  2.955218805832708E-005  1.597942717996910E-024
  3.002687096624046E-005  1.756546062095511E-024
  3.050917848261329E-005  1.930889915555435E-024
  3.099923307794788E-005  2.122536267421918E-024
  3.149715918993264E-005  2.333202090801942E-024
  3.200308325504006E-005  2.564774718837779E-024
  3.251713374063231E-005  2.819328745930117E-024
  3.303944117758240E-005  3.099144605489451E-024
  3.357013819341939E-005  3.406728990496279E-024
  3.410935954600605E-005  3.744837299640073E-024
  3.465724215775732E-005  4.116498309931309E-024
  3.521392515040859E-005  4.525041296602164E-024
  3.577954988034225E-005  4.974125843007865E-024
  3.635425997448187E-005  5.467774607308040E-024
  3.693820136676275E-005  6.010409339160851E-024
  3.753152233518845E-005  6.606890468738777E-024
  3.813437353948238E-005  7.262560622333421E-024
  3.874690805934430E-005  7.983292453943850E-024
  3.936928143332124E-005  8.775541220852092E-024
  4.000165169830281E-005  9.646402573626329E-024
  4.064417942965088E-005  1.060367607763564E-023
  4.129702778197393E-005  1.165593503442827E-023
  4.196036253055623E-005  1.281260322767400E-023
  4.263435211345250E-005  1.408403928030714E-023
  4.331916767425880E-005  1.548162937758096E-023
  4.401498310557035E-005  1.701788918556702E-023
  4.472197509313735E-005  1.870657587687105E-023
  4.544032316073021E-005  2.056281126572807E-023
  4.617020971572530E-005  2.260321715398907E-023
  4.691182009542291E-005  2.484606409870665E-023
  4.766534261410930E-005  2.731143493204916E-023
  4.843096861087462E-005  3.002140449618533E-023
  4.920889249819890E-005  3.300023720077104E-023
  4.999931181131842E-005  3.627460417002893E-023
  5.080242725838519E-005  3.987382192156215E-023
  5.161844277143189E-005  4.383011471155336E-023
  5.244756555815561E-005  4.817890289258788E-023
  5.329000615453331E-005  5.295911986289747E-023
  5.414597847828239E-005  5.821356044141877E-023
  5.501569988318000E-005  6.398926378399488E-023
  5.589939121425485E-005  7.033793426481489E-023
  5.679727686386561E-005  7.731640408655101E-023
  5.770958482867988E-005  8.498714175564476E-023
  5.863654676756863E-005  9.342089902013759E-023
  5.957839806043037E-005  1.026962293821212E-022
  6.053537786796029E-005  1.128923542357102E-022
  6.150772919237947E-005  1.241006722115316E-022
  6.249569893913940E-005  1.364216529432373E-022
  6.349953797961785E-005  1.499657371945095E-022
  6.451950121482161E-005  1.648543262916065E-022
  6.555584764011252E-005  1.812208697201851E-022
  6.660884041097327E-005  1.992120606236876E-022
  6.767874690982927E-005  2.189891499062666E-022
  6.876583881394428E-005  2.407293907046434E-022
  6.987039216440619E-005  2.646276261599445E-022
  7.099268743622122E-005  2.908980347029087E-022
  7.213300960953370E-005  3.197760484752961E-022
  7.329164824199022E-005  3.515204620595458E-022
  7.446889754226561E-005  3.864157503914899E-022
  7.566505644477048E-005  4.247746166025433E-022
  7.688042868555837E-005  4.669407925948601E-022
  7.811532287945227E-005  5.132921174140492E-022
  7.937005259840998E-005  5.642439209691605E-022
  8.064493645114845E-005  6.202527433812062E-022
  8.194029816404652E-005  6.818204232437260E-022
  8.325646666334786E-005  7.494985913787671E-022
  8.459377615868368E-005  8.238936102985784E-022
  8.595256622793758E-005  9.056720035697181E-022
  8.733318190347293E-005  9.955664236577421E-022
  8.873597375974589E-005  1.094382211646465E-021
