  1.000000000000000E-005  3.021271582601776E-026
  1.016384151780102E-005  3.326224005215989E-026
  1.033036743989757E-005  3.661956524405678E-026
  1.049962174797708E-005  4.031575863983154E-026
  1.067164914432959E-005  4.438502313901346E-026
  1.084649506365428E-005  4.886501377926823E-026
  1.102420568505932E-005  5.379718617553528E-026
  1.120482794425840E-005  5.922718009097117E-026
  1.138840954596705E-005  6.520524175103771E-026
  1.157499897650214E-005  7.178668876248573E-026
  1.176464551658767E-005  7.903242196626408E-026
  1.195739925437054E-005  8.700948894482750E-026
  1.215331109864943E-005  9.579170440233681E-026
  1.235243279232050E-005  1.054603331589880E-025
  1.255481692604338E-005  1.161048420762042E-025
  1.276051695213107E-005  1.278237278707635E-025
  1.296958719866735E-005  1.407254284763974E-025
  1.318208288385558E-005  1.549293263847739E-025
  1.339806013060255E-005  1.705668532486393E-025
  1.361757598134128E-005  1.877827059667149E-025
  1.384068841309664E-005  2.067361855012896E-025
  1.406745635279791E-005  2.276026708148777E-025
  1.429793969284212E-005  2.505752415623222E-025
  1.453219930691238E-005  2.758664645508724E-025
  1.477029706605553E-005  3.037103604957901E-025
  1.501229585502298E-005  3.343645692669512E-025
  1.525825958887947E-005  3.681127336581270E-025
  1.550825322988386E-005  4.052671237321583E-025
  1.576234280464654E-005  4.461715260207420E-025
  1.602059542156786E-005  4.912044243076537E-025
  1.628307928856243E-005  5.407825014215612E-025
  1.654986373107367E-005  5.953644944341105E-025
  1.682101921038359E-005  6.554554389281468E-025
  1.709661734222253E-005  7.216113415999998E-025
  1.737673091568382E-005  7.944443244220181E-025
  1.766143391244837E-005  8.746282879535961E-025
  1.795080152632417E-005  9.629051461911895E-025
  1.824491018310595E-005  1.060091690634627E-024
  1.854383756076028E-005  1.167087147067310E-024
  1.884766260994133E-005  1.284881494955507E-024
  1.915646557484276E-005  1.414564626426102E-024
  1.947032801439129E-005  1.557336429548085E-024
  1.978933282378744E-005  1.714517889192700E-024
  2.011356425639932E-005  1.887563308159391E-024
  2.044310794601500E-005  2.078073761616657E-024
  2.077805092945952E-005  2.287811909314527E-024
  2.111848166958247E-005  2.518718302583867E-024
  2.146449007862221E-005  2.772929336963546E-024
  2.181616754195285E-005  3.052797016517241E-024
  2.217360694222034E-005  3.360910712658228E-024
  2.253690268387400E-005  3.700121118747785E-024
  2.290615071809997E-005  4.073566622041429E-024
  2.328144856816322E-005  4.484702336914899E-024
  2.366289535516464E-005  4.937332067915249E-024
  2.405059182422032E-005  5.435643498279475E-024
  2.444464037106963E-005  5.984246929393833E-024
  2.484514506911924E-005  6.588217929507797E-024
  2.525221169693034E-005  7.253144286170718E-024
  2.566594776615611E-005  7.985177696661049E-024
  2.608646254993698E-005  8.791090674495553E-024
  2.651386711176109E-005  9.678339198344395E-024
  2.694827433479764E-005  1.065513168278313E-023
  2.738979895171078E-005  1.173050490877576E-023
  2.783855757496209E-005  1.291440761614421E-023
  2.829466872760938E-005  1.421779253113455E-023
  2.875825287461023E-005  1.565271768019294E-023
  2.922943245463840E-005  1.723245792693733E-023
  2.970833191242142E-005  1.897162776384632E-023
  3.019507773160818E-005  2.088631649426034E-023
  3.068979846817483E-005  2.299423705486237E-023
  3.119262478437814E-005  2.531488985493686E-023
  3.170368948326516E-005  2.786974314756053E-023
  3.222312754374820E-005  3.068243160074262E-023
  3.275107615625455E-005  3.377897490481612E-023
  3.328767475896030E-005  3.718801843764242E-023
  3.383306507461777E-005  4.094109821314171E-023
  3.438739114798638E-005  4.507293256318461E-023
  3.495079938387672E-005  4.962174325005401E-023
  3.552343858581804E-005  5.462960897879194E-023
  3.610545999535921E-005  6.014285457830159E-023
  3.669701733201358E-005  6.621247944984731E-023
  3.729826683385832E-005  7.289462924463182E-023
  3.790936729879900E-005  8.025111513178733E-023
  3.853048012651015E-005  8.834998545808823E-023
  3.916176936106309E-005  9.726615508504243E-023
  3.980340173425210E-005  1.070820982222235E-022
  4.045554670963045E-005  1.178886111626947E-022
  4.111837652726804E-005  1.297856519725685E-022
  4.179206624924217E-005  1.428832648981210E-022
  4.247679380587384E-005  1.573025980370000E-022
  4.317274004272137E-005  1.731770236821790E-022
  4.388008876834419E-005  1.906533716963734E-022
  4.459902680284910E-005  2.098932873194165E-022
  4.532974402723181E-005  2.310747259612576E-022
  4.607243343352714E-005  2.543935987994018E-022
  4.682729117578069E-005  2.800655843934701E-022
  4.759451662185570E-005  3.083281230639990E-022
  4.837431240608877E-005  3.394426124717763E-022
  4.916688448280820E-005  3.736968246935599E-022
  4.997244218072926E-005  4.114075671370994E-022
  5.079119825824070E-005  4.529236118918965E-022
  5.162336895959696E-005  4.986289205929232E-022
  5.246917407203119E-005  5.489461946054666E-022
  5.332883698380394E-005  6.043407833456137E-022
  5.420258474320289E-005  6.653249868604186E-022
  5.509064811850938E-005  7.324627924350231E-022
